"","date","time","from","to","vehicle","OD","Type","occupancy_numeric"
"1134","2016-10-02","09:53:29 PM","008892007","008891009","IC1830","008892007/008891009","IC",1
"1135","2016-10-02","09:53:37 PM","008892007","008891009","IC1830","008892007/008891009","IC",0
"1136","2016-10-02","10:02:44 PM","008895802","008813003","IC2319","008895802/008813003","IC",0
"1137","2016-10-02","11:05:09 PM","008833001","008811411","S93279","008833001/008811411","S",2
"1138","2016-10-02","11:05:17 PM","008833001","008812005","P7302","008833001/008812005","P",2
"1139","2016-10-02","11:05:23 PM","008833001","008812005","IC529","008833001/008812005","IC",2
"1140","2016-10-03","05:08:07 AM","008893401","008822004","L554","008893401/008822004","L",0
"1141","2016-10-03","05:09:05 AM","008893401","008822004","L554","008893401/008822004","L",1
"1142","2016-10-03","05:37:46 AM","008893401","008822160","L554","008893401/008822160","L",0
"1143","2016-10-03","05:38:07 AM","008891009","008891116","L554","008891009/008891116","L",0
"1144","2016-10-03","05:46:07 AM","008896412","008896008","P7008","008896412/008896008","P",1
"1145","2016-10-03","05:46:11 AM","008896008","008885001","IC3206","008896008/008885001","IC",1
"1146","2016-10-03","06:34:40 AM","008872009","008813003","IC4506","008872009/008813003","IC",0
"1147","2016-10-03","06:35:39 AM","008896412","008896008","P7008","008896412/008896008","P",1
"1148","2016-10-03","06:37:37 AM","008896800","008892205","826","008896800/008892205","Extra",0
"1149","2016-10-03","06:37:55 AM","008892205","008892254","7006","008892205/008892254","Extra",1
"1150","2016-10-03","06:38:02 AM","008892007","008814001","7006","008892007/008814001","Extra",2
"1151","2016-10-03","06:47:10 AM","008814266","008813003","S11756","008814266/008813003","S",2
"1152","2016-10-03","06:49:23 AM","008814258","008814001","S11757","008814258/008814001","S",1
"1153","2016-10-03","06:55:00 AM","008891009","008892007","IC506","008891009/008892007","IC",1
"1154","2016-10-03","06:57:46 AM","008814209","008814258","IC4506","008814209/008814258","IC",2
"1155","2016-10-03","07:03:46 AM","008883808","008814001","S23656","008883808/008814001","S",2
"1156","2016-10-03","07:15:11 AM","008814308","008811171","S53557","008814308/008811171","S",2
"1157","2016-10-03","07:24:43 AM","008886009","008881166","L4856","008886009/008881166","L",2
"1158","2016-10-03","07:28:11 AM","008831401","008812005","IC2229","008831401/008812005","IC",2
"1159","2016-10-03","07:36:59 AM","008895802","008895836","S37953","008895802/008895836","S",1
"1160","2016-10-03","08:21:22 AM","008812005","008813003","IC429","008812005/008813003","IC",1
"1161","2016-10-03","08:21:37 AM","008891009","008892007","IC1808","008891009/008892007","IC",1
"1162","2016-10-03","08:34:39 AM","008814308","008813003","S67574","008814308/008813003","S",1
"1163","2016-10-03","08:44:16 AM","008892080","008813003","IC408","008892080/008813003","IC",1
"1164","2016-10-03","09:45:50 AM","008814001","008814308","IC1730","008814001/008814308","IC",0
"1165","2016-10-03","09:45:58 AM","008814001","008883006","IC1730","008814001/008883006","IC",0
"1166","2016-10-03","10:00:23 AM","008833001","008812005","IC431","008833001/008812005","IC",0
"1167","2016-10-03","10:23:36 AM","008821238","008812005","IC3131","008821238/008812005","IC",1
"1168","2016-10-03","11:02:55 AM","008872009","008813003","IC4513","008872009/008813003","IC",0
"1169","2016-10-03","12:34:07 PM","008833001","008812005","IC434","008833001/008812005","IC",1
"1170","2016-10-03","04:22:02 PM","008863008","008811916","IC2137","008863008/008811916","IC",2
"1171","2016-10-03","04:27:35 PM","008813003","008896149","IC437","008813003/008896149","IC",1
"1172","2016-10-03","04:35:06 PM","008812005","008841202","P8444","008812005/008841202","P",2
"1173","2016-10-03","04:46:27 PM","008814001","008814308","IC3238","008814001/008814308","IC",0
"1174","2016-10-03","04:49:35 PM","008871308","008871100","IC2037","008871308/008871100","IC",0
"1175","2016-10-03","04:55:42 PM","008812005","008833209","IC2215","008812005/008833209","IC",2
"1176","2016-10-03","05:04:10 PM","008813003","008822004","IC3116","008813003/008822004","IC",0
"1177","2016-10-03","05:06:29 PM","008813003","008822004","IC3116","008813003/008822004","IC",1
"1178","2016-10-03","05:21:27 PM","008813003","008814001","IC2137","008813003/008814001","IC",2
"1179","2016-10-03","05:54:10 PM","008892007","008893120","IC1817","008892007/008893120","IC",2
"1180","2016-10-03","05:54:16 PM","008891009","008892007","IC1817","008891009/008892007","IC",1
"1181","2016-10-03","06:32:03 PM","008821071","008821402","IC3317","008821071/008821402","IC",0
"1182","2016-10-03","06:41:11 PM","008833001","008831401","IC2617","008833001/008831401","IC",2
"1183","2016-10-04","06:32:23 AM","008871100","008871308","IC4506","008871100/008871308","IC",0
"1184","2016-10-04","07:04:39 AM","008831401","008833209","P7305","008831401/008833209","P",2
"1185","2016-10-04","07:07:00 AM","008833308","008833001","IC1529","008833308/008833001","IC",2
"1186","2016-10-04","07:07:07 AM","008833308","008833001","IC1529","008833308/008833001","IC",2
"1187","2016-10-04","07:12:45 AM","008814258","008814001","IC4506","008814258/008814001","IC",1
"1188","2016-10-04","07:18:07 AM","008895802","008812047","S102078","008895802/008812047","S",0
"1189","2016-10-04","07:20:04 AM","008892007","008814001","P7008","008892007/008814001","P",1
"1190","2016-10-04","07:28:39 AM","008821535","008821006","IC3328","008821535/008821006","IC",2
"1191","2016-10-04","07:28:59 AM","008841004","008833001","IC429","008841004/008833001","IC",1
"1192","2016-10-04","07:30:29 AM","008894151","008814001","P7013","008894151/008814001","P",2
"1193","2016-10-04","07:31:16 AM","008896149","008813003","IC407","008896149/008813003","IC",1
"1194","2016-10-04","07:31:42 AM","008894151","008814001","P7013","008894151/008814001","P",1
"1195","2016-10-04","07:32:10 AM","008891009","008892007","IC1807","008891009/008892007","IC",2
"1196","2016-10-04","08:19:51 AM","008833001","008812005","IC1530","008833001/008812005","IC",2
"1197","2016-10-04","08:20:38 AM","008831005","008812005","IC1530","008831005/008812005","IC",2
"1198","2016-10-04","08:49:59 AM","008833001","008812005","P7401","008833001/008812005","P",2
"1199","2016-10-04","10:18:01 AM","008833001","008813003","IC1731","008833001/008813003","IC",2
"1200","2016-10-04","10:26:47 AM","008894821","008821196","L2680","008894821/008821196","L",0
"1201","2016-10-04","11:57:49 AM","008891009","008891660","IC1632","008891009/008891660","IC",0
"1202","2016-10-04","12:07:58 PM","008891009","008891660","IC1633","008891009/008891660","IC",1
"1203","2016-10-04","03:14:45 PM","008885001","008884004","L4887","008885001/008884004","L",2
"1204","2016-10-04","03:38:04 PM","008892007","008896149","IC714","008892007/008896149","IC",0
"1205","2016-10-04","03:40:04 PM","008841004","008892007","IC437","008841004/008892007","IC",0
"1206","2016-10-04","04:01:00 PM","008811106","008811916","S53586","008811106/008811916","S",0
"1207","2016-10-04","04:02:50 PM","008811106","008811916","S53586","008811106/008811916","S",0
"1208","2016-10-04","04:04:19 PM","008811106","008811916","S53586","008811106/008811916","S",0
"1209","2016-10-04","04:06:07 PM","008814308","008883311","S61587","008814308/008883311","S",0
"1210","2016-10-04","04:07:26 PM","008811106","008811916","S53586","008811106/008811916","S",0
"1211","2016-10-04","04:31:45 PM","008893120","008892007","IC715","008893120/008892007","IC",1
"1212","2016-10-04","04:36:01 PM","008813003","008872009","IC2037","008813003/008872009","IC",2
"1213","2016-10-04","05:20:08 PM","008896800","008892205","IC2338","008896800/008892205","IC",2
"1214","2016-10-04","05:26:45 PM","008813003","008896149","IC437","008813003/008896149","IC",1
"1215","2016-10-04","05:27:52 PM","008811106","008811171","S53586","008811106/008811171","S",0
"1216","2016-10-04","05:31:52 PM","008893401","008893013","L588","008893401/008893013","L",0
"1217","2016-10-04","07:26:07 PM","008813003","008892007","IC440","008813003/008892007","IC",0
"1218","2016-10-04","07:28:17 PM","008883113","008812005","IC3707","008883113/008812005","IC",0
"1219","2016-10-04","07:58:25 PM","008812005","008833209","IC2218","008812005/008833209","IC",0
"1220","2016-10-04","07:58:36 PM","008833209","008831401","IC2218","008833209/008831401","IC",0
"1221","2016-10-04","07:58:40 PM","008831401","008831005","IC2218","008831401/008831005","IC",0
"1222","2016-10-04","07:58:47 PM","008812005","008831401","IC2218","008812005/008831401","IC",0
"1223","2016-10-04","11:28:24 PM","008821006","008892007","IC1829","008821006/008892007","IC",0
"1224","2016-10-05","07:11:10 AM","008883311","008814308","S61556","008883311/008814308","S",0
"1225","2016-10-05","07:15:16 AM","008891405","008891009","IC2807","008891405/008891009","IC",0
"1226","2016-10-05","07:16:50 AM","008814266","008814175","S11956","008814266/008814175","S",2
"1227","2016-10-05","07:28:49 AM","008841202","008812005","P7444","008841202/008812005","P",2
"1228","2016-10-05","07:34:35 AM","008896149","008813003","IC407","008896149/008813003","IC",0
"1229","2016-10-05","07:48:00 AM","008812005","008813003","IC429","008812005/008813003","IC",1
"1230","2016-10-05","07:57:53 AM","008833001","008812005","IC429","008833001/008812005","IC",2
"1231","2016-10-05","08:14:27 AM","008821147","008822004","S11980","008821147/008822004","S",0
"1232","2016-10-05","08:17:56 AM","008833001","008812005","IC1530","008833001/008812005","IC",2
"1233","2016-10-05","08:18:05 AM","008812005","008813003","IC1530","008812005/008813003","IC",1
"1234","2016-10-05","08:53:30 AM","008893013","008893401","L557","008893013/008893401","L",0
"1235","2016-10-05","08:59:09 AM","008814001","008841004","IC507","008814001/008841004","IC",1
"1236","2016-10-05","09:05:54 AM","008831005","008812005","IC1534","008831005/008812005","IC",1
"1237","2016-10-05","09:11:54 AM","008891140","008892007","IC1508","008891140/008892007","IC",0
"1238","2016-10-05","12:42:53 PM","008821246","008821147","S11960","008821246/008821147","S",0
"1239","2016-10-05","12:53:46 PM","008811510","008811676","S83962","008811510/008811676","S",2
"1240","2016-10-05","12:54:17 PM","008814001","008814373","S23683","008814001/008814373","S",1
"1241","2016-10-05","12:54:21 PM","008814373","008814365","S23683","008814373/008814365","S",1
"1242","2016-10-05","12:54:36 PM","008814365","008814357","S23683","008814365/008814357","S",1
"1243","2016-10-05","12:54:43 PM","008814357","008814340","S23683","008814357/008814340","S",0
"1244","2016-10-05","12:54:48 PM","008814340","008814308","S23683","008814340/008814308","S",0
"1245","2016-10-05","01:17:54 PM","008812005","008892007","IC1535","008812005/008892007","IC",0
"1246","2016-10-05","02:09:22 PM","008811601","008811510","S86585","008811601/008811510","S",0
"1247","2016-10-05","02:20:51 PM","008811429","008811437","S86564","008811429/008811437","S",0
"1248","2016-10-05","03:12:10 PM","008812005","008833605","IC1512","008812005/008833605","IC",0
"1249","2016-10-05","03:12:10 PM","008812005","008833605","IC1512","008812005/008833605","IC",1
"1250","2016-10-05","06:14:27 PM","008892007","008833001","IC4115","008892007/008833001","IC",1
"1251","2016-10-05","06:23:44 PM","008813003","008814241","S11788","008813003/008814241","S",2
"1252","2016-10-05","06:27:34 PM","008813003","008871308","IC2039","008813003/008871308","IC",0
"1253","2016-10-05","09:30:31 PM","008821600","008821121","IC4220","008821600/008821121","IC",2
"1254","2016-10-06","01:05:38 AM","008812237","008812229","S102081","008812237/008812229","S",0
"1255","2016-10-06","01:05:56 AM","008812047","008813003","IC3232","008812047/008813003","IC",0
"1256","2016-10-06","06:11:54 AM","008896008","008892007","IC407","008896008/008892007","IC",2
"1257","2016-10-06","07:00:00 AM","008842002","008841004","IC429","008842002/008841004","IC",0
"1258","2016-10-06","07:00:09 AM","008841004","008833001","IC429","008841004/008833001","IC",2
"1259","2016-10-06","07:00:15 AM","008833001","008812005","IC429","008833001/008812005","IC",2
"1260","2016-10-06","07:00:19 AM","008812005","008813003","IC429","008812005/008813003","IC",1
"1261","2016-10-06","07:00:25 AM","008813003","008814001","IC429","008813003/008814001","IC",1
"1262","2016-10-06","07:04:27 AM","008842002","008813003","IC429","008842002/008813003","IC",1
"1263","2016-10-06","07:07:43 AM","008833001","008813003","IC529","008833001/008813003","IC",2
"1264","2016-10-06","07:10:54 AM","008814308","008814001","IC3205","008814308/008814001","IC",1
"1265","2016-10-06","07:13:44 AM","008883006","008883808","IC3406","008883006/008883808","IC",0
"1266","2016-10-06","07:18:53 AM","008892007","008814001","P7008","008892007/008814001","P",1
"1267","2016-10-06","07:30:11 AM","008814001","008813003","S23656","008814001/008813003","S",1
"1268","2016-10-06","07:44:02 AM","008821147","008822004","S11779","008821147/008822004","S",0
"1269","2016-10-06","07:46:47 AM","008892007","008812005","IC1506","008892007/008812005","IC",1
"1270","2016-10-06","07:50:52 AM","008814415","008814423","S53357","008814415/008814423","S",1
"1271","2016-10-06","07:51:56 AM","008896149","008813003","IC407","008896149/008813003","IC",2
"1272","2016-10-06","09:55:43 AM","008812005","008813003","IC2831","008812005/008813003","IC",2
"1273","2016-10-06","10:01:39 AM","008833001","008892007","IC430","008833001/008892007","IC",2
"1274","2016-10-06","10:27:51 AM","008814001","008881166","IC1739","008814001/008881166","IC",1
"1275","2016-10-06","10:36:29 AM","008812005","008833001","S23659","008812005/008833001","S",0
"1276","2016-10-06","01:39:30 PM","008812005","008833001","IC412","008812005/008833001","IC",0
"1277","2016-10-06","02:36:14 PM","008814456","008811304","S53564","008814456/008811304","S",1
"1278","2016-10-06","03:17:21 PM","008821006","008821121","IC2915","008821006/008821121","IC",0
"1279","2016-10-06","04:01:40 PM","008811106","008811916","S53586","008811106/008811916","S",0
"1280","2016-10-06","04:17:28 PM","008822004","008821121","IC2014","008822004/008821121","IC",0
"1281","2016-10-06","04:17:38 PM","008813003","008821006","IC2014","008813003/008821006","IC",0
"1282","2016-10-06","04:32:28 PM","008812005","008841202","P8444","008812005/008841202","P",2
"1283","2016-10-06","04:48:15 PM","008833001","008833274","P8364","008833001/008833274","P",1
"1284","2016-10-06","04:48:39 PM","008814001","008814308","IC3238","008814001/008814308","IC",1
"1285","2016-10-06","05:05:24 PM","008814001","008895208","S32288","008814001/008895208","S",1
"1286","2016-10-06","05:05:34 PM","008814001","008895208","S32288","008814001/008895208","S",1
"1287","2016-10-06","05:05:44 PM","008814001","008895208","S32288","008814001/008895208","S",0
"1288","2016-10-06","05:09:39 PM","008812005","008831401","IC2215","008812005/008831401","IC",2
"1289","2016-10-06","05:26:16 PM","008812005","008892080","P8007","008812005/008892080","P",0
"1290","2016-10-06","05:29:56 PM","008812062","008812070","S103887","008812062/008812070","S",2
"1291","2016-10-06","05:57:49 PM","008892007","008892080","IC3639","008892007/008892080","IC",2
"1292","2016-10-06","06:27:19 PM","008891009","008891702","IC1827","008891009/008891702","IC",2
"1293","2016-10-06","06:55:34 PM","008892007","008891009","IC2839","008892007/008891009","IC",0
"1294","2016-10-06","07:34:51 PM","008891009","008892007","IC1807","008891009/008892007","IC",2
"1295","2016-10-06","07:34:52 PM","008833001","008831401","IC2618","008833001/008831401","IC",0
"1296","2016-10-06","07:35:40 PM","008831401","008812005","P7306","008831401/008812005","P",2
"1297","2016-10-06","07:35:46 PM","008831401","008812005","IC2230","008831401/008812005","IC",2
"1298","2016-10-06","07:36:13 PM","008833134","008833001","S203057","008833134/008833001","S",2
"1299","2016-10-06","07:40:08 PM","008812005","008813003","IC3241","008812005/008813003","IC",0
"1300","2016-10-06","07:49:57 PM","008841004","008841558","IC3812","008841004/008841558","IC",0
"1301","2016-10-06","07:52:13 PM","008882206","008871100","IC3812","008882206/008871100","IC",2
"1302","2016-10-06","08:10:11 PM","008811411","008812005","S83990","008811411/008812005","S",1
"1303","2016-10-06","08:10:15 PM","008812005","008821600","IC3419","008812005/008821600","IC",0
"1304","2016-10-06","08:18:01 PM","008811411","008812005","S83990","008811411/008812005","S",0
"1305","2016-10-06","09:09:09 PM","008892007","008813003","IC520","008892007/008813003","IC",1
"1306","2016-10-06","09:25:42 PM","008881166","008819406","IC3709","008881166/008819406","IC",2
"1307","2016-10-06","09:25:50 PM","008881166","008819406","IC3709","008881166/008819406","IC",1
"1308","2016-10-06","09:26:19 PM","008881166","008819406","IC3709","008881166/008819406","IC",2
"1309","2016-10-06","09:50:39 PM","008812005","008819406","IC3709","008812005/008819406","IC",2
"1310","2016-10-06","10:16:41 PM","008841004","008841558","IC5382","008841004/008841558","IC",0
"1311","2016-10-06","10:31:13 PM","008892452","008892403","IC3604","008892452/008892403","IC",0
"1312","2016-10-06","10:31:27 PM","008892452","008892403","P7006","008892452/008892403","P",0
"1313","2016-10-06","10:31:31 PM","008892403","008892205","P7006","008892403/008892205","P",1
"1314","2016-10-06","10:31:36 PM","008892205","008892254","P7006","008892205/008892254","P",1
"1315","2016-10-06","10:32:32 PM","008892007","008893559","IC3603","008892007/008893559","IC",2
"1316","2016-10-06","10:32:40 PM","008833670","008833605","IC3603","008833670/008833605","IC",0
"1317","2016-10-06","10:32:45 PM","008814001","008813003","IC3603","008814001/008813003","IC",2
"1318","2016-10-06","10:32:49 PM","008819406","008833001","IC3603","008819406/008833001","IC",2
"1319","2016-10-06","10:35:02 PM","008814001","008200100","IC2108","008814001/008200100","IC",2
"1320","2016-10-06","10:56:22 PM","008891702","008821006","IC1807","008891702/008821006","IC",1
"1321","2016-10-06","11:40:53 PM","008893559","008813003","IC3605","008893559/008813003","IC",2
"1322","2016-10-07","12:59:11 AM","008400526","008821006","IC9220","008400526/008821006","IC",0
"1323","2016-10-07","06:18:06 AM","008831005","008812005","IC2228","008831005/008812005","IC",0
"1324","2016-10-07","06:42:50 AM","008821071","008821006","IC3328","008821071/008821006","IC",2
"1325","2016-10-07","06:53:33 AM","008814167","008811189","S11956","008814167/008811189","S",1
"1326","2016-10-07","07:03:18 AM","008814308","008814001","S61555","008814308/008814001","S",0
"1327","2016-10-07","07:09:11 AM","008814464","008814456","S93257","008814464/008814456","S",0
"1328","2016-10-07","07:11:51 AM","008844206","008844230","L5277","008844206/008844230","L",2
"1329","2016-10-07","07:25:02 AM","008811601","008811676","S86556","008811601/008811676","S",2
"1330","2016-10-07","07:25:07 AM","008811544","008811601","S86556","008811544/008811601","S",2
"1331","2016-10-07","07:31:29 AM","008821337","008822004","S11979","008821337/008822004","S",0
"1332","2016-10-07","07:33:56 AM","008821634","008821006","L2977","008821634/008821006","L",1
"1333","2016-10-07","07:33:59 AM","008896149","008813003","IC407","008896149/008813003","IC",1
"1334","2016-10-07","07:34:08 AM","008896149","008813003","IC407","008896149/008813003","IC",1
"1335","2016-10-07","07:38:14 AM","008821337","008822004","S11979","008821337/008822004","S",0
"1336","2016-10-07","07:38:17 AM","008831401","008833209","P7305","008831401/008833209","P",2
"1337","2016-10-07","07:38:34 AM","008821337","008821311","S11979","008821337/008821311","S",0
"1338","2016-10-07","07:49:35 AM","008811221","008811213","S93279","008811221/008811213","S",2
"1339","2016-10-07","07:57:56 AM","008893013","008812005","P7013","008893013/008812005","P",0
"1340","2016-10-07","07:58:16 AM","008883311","008886009","IC1929","008883311/008886009","IC",1
"1341","2016-10-07","08:06:01 AM","008822004","008833001","IC4107","008822004/008833001","IC",1
"1342","2016-10-07","08:06:50 AM","008811189","008813003","IC3429","008811189/008813003","IC",1
"1343","2016-10-07","08:08:20 AM","008811189","008813003","IC3328","008811189/008813003","IC",2
"1344","2016-10-07","08:13:07 AM","008822343","008813003","IC3335","008822343/008813003","IC",0
"1345","2016-10-07","08:47:57 AM","008895208","008814001","IC2306","008895208/008814001","IC",1
"1346","2016-10-07","09:03:54 AM","008892007","008814001","IC2808","008892007/008814001","IC",0
"1347","2016-10-07","10:25:22 AM","008814001","008200100","IC2108","008814001/008200100","IC",0
"1348","2016-10-07","01:06:06 PM","008881315","008882206","L4462","008881315/008882206","L",1
"1349","2016-10-07","02:29:57 PM","008892007","008891009","IC1834","008892007/008891009","IC",0
"1350","2016-10-07","03:08:07 PM","008814308","008883311","IC3236","008814308/008883311","IC",2
"1351","2016-10-07","03:08:41 PM","008814001","008813003","IC414","008814001/008813003","IC",2
"1352","2016-10-07","03:27:26 PM","008883311","008883436","IC3236","008883311/008883436","IC",2
"1353","2016-10-07","03:27:32 PM","008883436","008886009","IC3236","008883436/008886009","IC",2
"1354","2016-10-07","03:27:38 PM","008886009","008886348","IC3236","008886009/008886348","IC",1
"1355","2016-10-07","03:45:10 PM","008886009","008886348","IC3236","008886009/008886348","IC",1
"1356","2016-10-07","03:45:16 PM","008886348","008885001","IC3236","008886348/008885001","IC",1
"1357","2016-10-07","03:47:26 PM","008833001","008831039","IC1513","008833001/008831039","IC",1
"1358","2016-10-07","03:57:15 PM","008812005","008883006","IC3736","008812005/008883006","IC",1
"1359","2016-10-07","03:59:58 PM","008892007","008814001","IC415","008892007/008814001","IC",1
"1360","2016-10-07","05:08:26 PM","008883006","008814308","S23667","008883006/008814308","S",2
"1361","2016-10-07","05:19:12 PM","008892007","008833001","IC516","008892007/008833001","IC",1
"1362","2016-10-07","05:31:27 PM","008814001","008727100","THA9360","008814001/008727100","THA",1
"1363","2016-10-07","05:37:59 PM","008811601","008833001","S203068","008811601/008833001","S",0
"1364","2016-10-07","05:38:04 PM","008833001","008833605","IC1717","008833001/008833605","IC",2
"1365","2016-10-07","05:38:09 PM","008811676","008811601","S85688","008811676/008811601","S",1
"1366","2016-10-07","05:42:56 PM","008892007","008892080","IC3638","008892007/008892080","IC",2
"1367","2016-10-07","06:25:59 PM","008814001","008814308","IC1739","008814001/008814308","IC",2
"1368","2016-10-07","06:55:02 PM","008893120","008821006","IC1818","008893120/008821006","IC",2
"1369","2016-10-07","07:27:46 PM","008896008","008896925","826","008896008/008896925","Extra",2
"1370","2016-10-07","07:27:54 PM","008896800","008892205","826","008896800/008892205","Extra",2
"1371","2016-10-07","07:27:59 PM","008891314","008891264","826","008891314/008891264","Extra",2
"1372","2016-10-07","07:52:17 PM","008814001","008821121","IC3319","008814001/008821121","IC",0
"1373","2016-10-07","08:34:24 PM","008895638","008813003","S61569","008895638/008813003","S",0
"1374","2016-10-07","09:34:50 PM","008814142","008814134","S11971","008814142/008814134","S",0
"1375","2016-10-07","11:40:11 PM","008833001","008813003","IC545","008833001/008813003","IC",0
"1376","2016-10-08","07:24:11 AM","008841004","008833001","IC529","008841004/008833001","IC",0
"1377","2016-10-08","07:24:31 AM","008841004","008833001","IC529","008841004/008833001","IC",0
"1378","2016-10-08","07:24:43 AM","008841004","008812005","IC529","008841004/008812005","IC",0
"1379","2016-10-08","08:35:47 AM","008841004","008831005","IC2931","008841004/008831005","IC",0
"1380","2016-10-08","09:15:13 AM","008821121","008822004","IC9216","008821121/008822004","IC",2
"1381","2016-10-08","09:15:18 AM","008821121","008822004","IC9216","008821121/008822004","IC",0
"1382","2016-10-08","10:54:04 AM","008892007","008893120","IC1810","008892007/008893120","IC",1
"1383","2016-10-08","01:54:55 PM","008892007","008896735","IC712","008892007/008896735","IC",0
"1384","2016-10-08","03:01:20 PM","008841004","008833001","IC537","008841004/008833001","IC",0
"1385","2016-10-08","03:52:37 PM","008892106","008822004","P8900","008892106/008822004","P",2
"1386","2016-10-08","05:55:05 PM","008883212","008883808","IC3317","008883212/008883808","IC",0
"1387","2016-10-08","06:05:59 PM","008883808","008814308","IC3317","008883808/008814308","IC",0
"1388","2016-10-08","06:06:03 PM","008883006","008883808","IC3317","008883006/008883808","IC",0
"1389","2016-10-08","09:26:25 PM","008821006","008833209","L2872","008821006/008833209","L",0
"1390","2016-10-08","11:01:37 PM","008822004","008811189","IC3344","008822004/008811189","IC",0
"1391","2016-10-08","11:04:20 PM","008813003","008814001","IC3344","008813003/008814001","IC",0
"1392","2016-10-08","11:38:00 PM","008811221","008814001","IC1944","008811221/008814001","IC",1
"1393","2016-10-08","11:56:35 PM","008866001","008811304","IC2140","008866001/008811304","IC",2
"1394","2016-10-08","11:56:43 PM","008866001","008811304","IC2141","008866001/008811304","IC",2
"1395","2016-10-09","10:18:11 AM","008821238","008822343","IC3131","008821238/008822343","IC",0
"1396","2016-10-09","10:24:03 AM","008814001","008892007","IC1531","008814001/008892007","IC",1
"1397","2016-10-09","02:02:24 PM","008881000","008884566","IC3835","008881000/008884566","IC",1
"1398","2016-10-09","02:52:38 PM","008833001","008891702","IC537","008833001/008891702","IC",0
"1399","2016-10-09","03:07:57 PM","008892320","008892205","IC12614","008892320/008892205","IC",0
"1400","2016-10-09","04:49:05 PM","008821535","008821006","L2588","008821535/008821006","L",1
"1401","2016-10-09","05:23:36 PM","008864345","008864469","L5589","008864345/008864469","L",2
"1402","2016-10-09","06:57:53 PM","008812005","008813003","IC1541","008812005/008813003","IC",2
"1403","2016-10-09","08:27:30 PM","008896008","008892007","IC742","008896008/008892007","IC",1
"1404","2016-10-09","09:05:19 PM","008896008","008892007","IC742","008896008/008892007","IC",2
"1405","2016-10-09","09:22:54 PM","008841004","008831112","IC5383","008841004/008831112","IC",2
"1406","2016-10-09","09:59:27 PM","008813003","008841004","IC519","008813003/008841004","IC",1
"1407","2016-10-09","10:50:37 PM","008861549","008811601","L6278","008861549/008811601","L",0
"1408","2016-10-09","11:25:59 PM","008814001","008863008","IC2123","008814001/008863008","IC",0
"1409","2016-10-09","11:26:03 PM","008863008","008200100","IC2104","008863008/008200100","IC",0
"1410","2016-10-09","11:26:29 PM","008814001","008200100","IC2105","008814001/008200100","IC",0
"1411","2016-10-09","11:27:10 PM","008200100","008814001","IC2128","008200100/008814001","IC",0
"1412","2016-10-10","12:03:03 AM","008813003","008841004","IC516","008813003/008841004","IC",1
"1413","2016-10-10","01:52:32 AM","008894201","008892007","IC3006","008894201/008892007","IC",2
"1414","2016-10-10","01:52:40 AM","008894201","008892007","IC706","008894201/008892007","IC",1
"1415","2016-10-10","05:55:40 AM","008833134","008833001","S203055","008833134/008833001","S",0
"1416","2016-10-10","06:20:16 AM","008831005","008812005","IC1528","008831005/008812005","IC",0
"1417","2016-10-10","06:25:19 AM","008841202","008812005","P7444","008841202/008812005","P",2
"1418","2016-10-10","06:54:25 AM","008842002","008813003","IC429","008842002/008813003","IC",0
"1419","2016-10-10","06:56:30 AM","008814258","008814001","S11757","008814258/008814001","S",1
"1420","2016-10-10","07:02:51 AM","008821121","008822004","IC2606","008821121/008822004","IC",2
"1421","2016-10-10","07:09:40 AM","008814308","008814340","S23656","008814308/008814340","S",2
"1422","2016-10-10","07:20:52 AM","008814357","008814365","S23656","008814357/008814365","S",2
"1423","2016-10-10","07:41:41 AM","008811916","008812005","P7603","008811916/008812005","P",1
"1424","2016-10-10","07:42:16 AM","008895836","008895802","S102056","008895836/008895802","S",1
"1425","2016-10-10","07:42:39 AM","008896149","008813003","IC407","008896149/008813003","IC",1
"1426","2016-10-10","07:43:14 AM","008896149","008892106","407","008896149/008892106","Extra",1
"1427","2016-10-10","07:57:41 AM","008833209","008833001","L2856","008833209/008833001","L",1
"1428","2016-10-10","07:58:09 AM","008811536","008811510","S83978","008811536/008811510","S",2
"1429","2016-10-10","07:58:43 AM","008821238","008822343","IC3328","008821238/008822343","IC",2
"1430","2016-10-10","07:58:44 AM","008811536","008811510","S83978","008811536/008811510","S",1
"1431","2016-10-10","08:03:55 AM","008892007","008833001","IC506","008892007/008833001","IC",2
"1432","2016-10-10","08:04:15 AM","008892007","008833001","IC407","008892007/008833001","IC",1
"1433","2016-10-10","08:04:50 AM","008892007","008811213","IC407","008892007/008811213","IC",2
"1434","2016-10-10","08:09:59 AM","008833001","008812005","IC3631","008833001/008812005","IC",2
"1435","2016-10-10","08:10:52 AM","008896149","008892007","P7009","008896149/008892007","P",2
"1436","2016-10-10","08:11:19 AM","008833001","008812005","IC429","008833001/008812005","IC",2
"1437","2016-10-10","08:11:23 AM","008833001","008812005","IC3631","008833001/008812005","IC",2
"1438","2016-10-10","08:22:27 AM","008891009","008892007","IC1808","008891009/008892007","IC",1
"1439","2016-10-10","08:34:48 AM","008822004","008812005","ic2029","008822004/008812005","ic",1
"1440","2016-10-10","08:41:00 AM","008822269","008812005","S11779","008822269/008812005","S",1
"1441","2016-10-10","08:41:38 AM","008822269","008812005","S11779","008822269/008812005","S",1
"1442","2016-10-10","09:04:28 AM","008831401","008833001","IC2630","008831401/008833001","IC",2
